RegDate,Interested Course Code,Interested Course Name,Course Category,Course Type,Area of Interest,Sub-interest
2025-01-29,NYP-ITSPA1,Post-Diploma Certificate in Business Analytics (part of Specialist Diploma in Business & Big Data Analytics),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Technology;Technology;Technology,Data Analytics;Digital Literacy;Artificial Intelligence
2025-01-29,NYP-ITSPA1,Post-Diploma Certificate in Business Analytics (part of Specialist Diploma in Business & Big Data Analytics),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Technology;Technology;Technology,Data Analytics;Digital Literacy;Artificial Intelligence
2025-01-29,NYP-JC1A20,Mentoring for the Workplace,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Professional Development,Workplace Learning
2025-01-29,NYP-JC1A21,Coaching for the Workplace,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Professional Development,Workplace Learning
2025-01-29,NYP-WSCY02_801,(SCTP) Certificate in Food Services (Pastry & Baking) Part-time,(CC) Certifiable Courses,(SCTP) SkillsFuture Career Transition Programme,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2025-01-28,NYP-BMDP05,Diploma in Business Practice (Accounting),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Accounting;Others
2025-01-28,NYP-BMEP01,Work -Study Post-Diploma (Specialist Diploma Human Capital Management),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Business,Human Resource
2025-01-28,NYP-BMSP15,Specialist Diploma in Supply Chain Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others,Supply Chain Management;Others
2025-01-28,NYP-BMSP16,Specialist Diploma in Fund Management & Administration,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Banking & Finance
2025-01-28,NYP-BMSP18,Specialist Diploma in Sport Management & Marketing,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others;Business,Sports & Wellness;Others;Marketing
2025-01-28,NYP-BMSP20,Specialist Diploma in Wholesale & Trade Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Business,Wholesale Trade;Supply Chain Management
2025-01-28,NYP-CB231024,Warehouse and Inventory Management,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Logistics
2025-01-28,NYP-CB234002,Digitalisation for Tourism:  Skillsfuture for Digital Workplace 2.0,(CC) Certifiable Courses,(SFDW) SkillsFuture Digital Workplace,Business,Hospitality & Tourism
2025-01-28,NYP-CE1540,Introduction to Artificial Intelligence  and  Machine Learning (Synchronous e-Learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Technology;Technology,Industry 4.0;Data Analytics;Artificial Intelligence
2025-01-28,NYP-CE1543,Software Quality Assurance Essentials,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering,Industry 4.0;Infocomm Technology
2025-01-28,NYP-CI241001,Applied Generative Artificial Intelligence: Real-world Project Development,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Artificial Intelligence
2025-01-28,NYP-CL231003M01,Pharmacy Technician Entry to Practice Framework (PT ETP) Train-the-trainer Workshop,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Public Health & Social Services,Healthcare
2025-01-28,NYP-CX1258,BIM REVIT FOR ARCHITECTURE - LEVEL 1,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Design & Architecture;Engineering,Architecture;Infocomm Technology
2025-01-28,NYP-CX1306,VIDEO EDITING MADE EASY WITH SMARTPHONE,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Interactive & Digital Media,Digital Media
2025-01-28,NYP-CX241003,Storytelling using Generative Artificial Intelligence,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Interactive & Digital Media,Others
2025-01-28,NYP-DXEP05,Work-Study Post-Diploma (Specialist Diploma in Digital Media Production),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Interactive & Digital Media;Interactive & Digital Media;Interactive & Digital Media,Digital Art & Animation;Motion Graphics;Visual Effects
2025-01-28,NYP-DXEP06,Work Study Post-Diploma (Specialist Dip in Digital Content Creation for E-Commerce),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Design & Architecture,Visual Communications
2025-01-28,NYP-DXSP01,Specialist Diploma in Smart Project and Facilities Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Design & Architecture,Architecture
2025-01-28,NYP-DXSP09,SPECIALIST DIPLOMA IN SPATIAL DESIGN,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Design & Architecture,Others
2025-01-28,NYP-EGDP06,Diploma in Engineering (Electronic & Digital Engineering),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering,Electrical & Electronic Engineering
2025-01-28,NYP-EGDP06,Diploma in Engineering (Electronic & Digital Engineering),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering,Electrical & Electronic Engineering
2025-01-28,NYP-EGDP06,Diploma in Engineering (Electronic & Digital Engineering),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering,Electrical & Electronic Engineering
2025-01-28,NYP-EGEP04,Work-Study Post-Diploma (Specialist Diploma in Biomedical and Pharmaceutical Engineering),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Others;Engineering;Engineering;Engineering;Engineering;Science,Others;Biomedical Manufacturing;Precision Engineering;Regulatory Compliance;Robotics And Automation;Pharmaceutical Sciences
2025-01-28,NYP-EGSP15,Specialist Diploma in Cloud Security and IOT Cloud Services,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering;Technology,Industry 4.0;Cloud Computing
2025-01-28,NYP-EGSPA4,Post Diploma Certificate in Sustainability Reporting and ESG Data Management (part of Specialist Diploma in Carbon Management for Sustainability Reporting),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Engineering;Engineering;Engineering;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Business,Automotive Technology;Infocomm Technology;Wireless Technology;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology;Supply Chain Management
2025-01-28,NYP-EGSPA5,Post-Diploma Certificate in Materials Sustainability and Governance (part of Specialist Diploma in Sustainable Materials Management),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Engineering;Engineering;Engineering;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Business,Automotive Technology;Infocomm Technology;Wireless Technology;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology;Supply Chain Management
2025-01-28,NYP-HSAF52,Advanced Diploma in Nursing (Perioperative)-ADPO1,(AD) Advanced Diploma,(FQ) Academic Full Qualification,Public Health & Social Services,Nursing
2025-01-28,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2025-01-28,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2025-01-28,NYP-ITDP04,Diploma in Infocomm & Digital Media (IT Network and System Administration)-DINSA2,(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Others;Technology;Technology;Engineering,Converged Infocomm Infrastructure;Others;IT Network & Infrastructure;Network Technology & Systems;Infocomm Technology
2025-01-28,NYP-ITLP01,Work-Study Certificate (Leading to Diploma in Infocomm and Digital Media (IT Network and System Administration))-DINSA2,(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Engineering;Engineering;Technology;Others;Technology,Converged Infocomm Infrastructure;Infocomm Technology;IT Network & Infrastructure;Others;Network Technology & Systems
2025-01-28,NYP-ITSP12,Specialist Diploma in Applied Artificial Intelligence-PCM,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Artificial Intelligence
2025-01-28,NYP-ITSPA2,Post-Diploma Certificate in Applied Data Science (part of Specialist Diploma in Business & Big Data Analytics),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Technology;Technology;Technology,Data Analytics;Digital Literacy;Artificial Intelligence
2025-01-28,NYP-JC1A32,Leading the Future of Workplace Learning: Insights from the National Workplace Learning Certification,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Professional Development,Workplace Learning
2025-01-28,NYP-SI2002_002,"Creative Problem Solving and Smart Decision Making for Business Success [Classroom Facilitated, Asynchronous E-Learning, Practical Training]",(CC) Certifiable Courses,(CCS) Critical Core Skills,Business;Professional Development,Retail;Critical Thinking / Problem Solving
2025-01-28,NYP-SI4024_037,"Sustainability Everyday: Upcycle Fabrics and Learn Mobile Photography with eCommerce Opportunities [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Professional Development,Retail;Critical Thinking / Problem Solving
2025-01-28,NYP-SI8032_003,Critical Thinking and Problem Solving,(CC) Certifiable Courses,(CCS) Critical Core Skills,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2025-01-28,NYP-WSCC10_019,Food Safety Course Level 1,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Food & Beverage Management;Food Technology & Safety;Others
2025-01-27,NYP-BMDP07,Diploma in Business Practice (Hospitality & Tourism Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Hospitality & Tourism;Others
2025-01-27,NYP-BMLP01,Work-Study Certificate (Leading to Diploma in Business Practice (Hospitality & Tourism Management)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2025-01-27,NYP-BMLP02,Work-Study Certificate (leading to Diploma in Business Practice (Accounting)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2025-01-27,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2025-01-27,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2025-01-27,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2025-01-27,NYP-BMSP16,Specialist Diploma in Fund Management & Administration,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Banking & Finance
2025-01-27,NYP-BMSP16,Specialist Diploma in Fund Management & Administration,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Banking & Finance
2025-01-27,NYP-BMSP16,Specialist Diploma in Fund Management & Administration,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Banking & Finance
2025-01-27,NYP-BMSP21,Specialist Diploma in HR Analytics & Digitalisation,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology;Business,Data Analytics;Human Resource
2025-01-27,NYP-CB1336,Service Excellence,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Customer Relationship
2025-01-27,NYP-CB243001,(SCTP) Certificate in Digital Marketing & Content Curation,(CC) Certifiable Courses,(SCTP) SkillsFuture Career Transition Programme,Interactive & Digital Media,Others
2025-01-27,NYP-CE1231,Coding for Beginners,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Infocomm Technology
2025-01-27,NYP-CE1354,Electric Vehicle & Charging System (Classroom & Synchronous eLearning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering,Automotive Technology;Electrical & Electronic Engineering
2025-01-27,NYP-CE1354,Electric Vehicle & Charging System (Classroom & Synchronous eLearning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering,Automotive Technology;Electrical & Electronic Engineering
2025-01-27,NYP-CE1358,Design Thinking Workshop,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Engineering Design
2025-01-27,NYP-CE1510,Demystify Generative Artificial Intelligence,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Engineering;Technology,Data Analytics;Infocomm Technology;Artificial Intelligence
2025-01-27,NYP-CE231001,Building Artificial Intelligence (AI) Applications from End to End (Classroom and Synchronous E-Learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering;Technology,Industry 4.0;Infocomm Technology;Artificial Intelligence
2025-01-27,NYP-CE231015,9-Day Precision Engineering Assessment & Reskilling Lab (PEARL) CNC Turning,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Precision Engineering
2025-01-27,NYP-CE241001,Microsoft Word for Workplace,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Infocomm Technology
2025-01-27,NYP-CE241002,Microsoft Excel for Workplace,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Infocomm Technology
2025-01-27,NYP-CH0490,DIABETES CARE - LIFESTYLE MANAGEMENT,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Public Health & Social Services,Health Promotion & Wellness
2025-01-27,NYP-CH1186,Dental Care for People with Special Needs,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Public Health & Social Services,Paramedicine
2025-01-27,NYP-CH1348,Phlebotomy Short Course,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Public Health & Social Services;Public Health & Social Services,Healthcare;Others
2025-01-27,NYP-CI231004,Design Thinking for Innovation,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Others
2025-01-27,NYP-CI241002,Mastering Power Apps: From Beginner to Pro,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Technology,Software Development & Quality;Programming & Coding
2025-01-27,NYP-CI241004,Project Management Professional (Synchronous e-learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Software Development & Quality
2025-01-27,NYP-CK1244,Workplace Communication: Effective Presentation,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Entrepreneurship
2025-01-27,NYP-CK1308,Workplace Communication: Effective Email Writing,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Entrepreneurship
2025-01-27,NYP-CK1308,Workplace Communication: Effective Email Writing,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Entrepreneurship
2025-01-27,NYP-CK241001,Workplace Communication: Effective Email Writing - Synchronous elearning,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Professional Development;Professional Development,Leadership;People Management
2025-01-27,NYP-CLLP01,Work-Study Certificate (Leading to Diploma in Applied Science (Food Technology)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others;Food,Others;Food Nutrition & Sciences
