Date,Page path and screen class,Campaign Name for UTM,Views,Total users,Sessions,Average session duration
7/21/2024,/adult-learner/find-a-course,(referral),625,413,484,36.82
12/3/2024,/adult-learner/short-courses,shss-cet-b2b-q4,461,329,401,241.27
6/5/2024,/admissions,nace-pet-q1,301,233,238,152.73
7/17/2024,/courses/data-science,(not set),423,299,310,117.57
7/16/2024,/contact-us,nace-cet-b2c-q1,48,36,38,165.67
2/23/2024,/contact-us,sbm-pet-q2,416,365,379,189.17
10/2/2024,/admissions,shss-pet-q2,117,74,83,91.77
11/16/2024,/contact-us,nace-cet-b2c-q1,703,552,594,257.09
5/14/2024,/courses/data-science,sit-pet-q4,958,579,704,89.2
6/23/2024,/courses/data-science,shss-cet-b2b-q4,649,370,458,193.54
10/23/2024,/adult-learner/short-courses,shss-cet-b2b-q4,327,244,301,119.39
3/13/2024,/adult-learner/find-a-course,nace-pet-q1,233,218,219,206.33
8/22/2024,/adult-learner/course-types/part-time-diplomas,sbm-pet-q2,511,335,380,153.48
7/12/2024,/adult-learner/short-courses,nace-pet-q1,24,19,22,102.8
6/11/2024,/adult-learner/short-courses,nace-pet-q1,270,211,220,104.31
9/21/2024,/adult-learner/find-a-course,aci-pet-q3,496,358,359,255.11
7/17/2024,/admissions,nace-cet-b2b-q4,125,88,91,309.53
5/17/2024,/adult-learner/find-a-course,nace-cet-b2b-q4,322,274,297,123.82
4/26/2024,/about-nyp,sit-cet-b2b-q1,577,454,470,154.63
4/10/2024,/about-nyp,shss-cet-b2b-q4,688,415,483,249.81
9/3/2024,/admissions,nace-cet-b2b-q4,56,33,39,282.44
2/20/2024,/adult-learner/course-types/part-time-diplomas,sit-cet-b2b-q1,684,613,617,51.87
3/12/2024,/contact-us,sit-cet-b2b-q1,840,550,629,329.35
5/24/2024,/courses/data-science,nace-cet-b2c-q1,526,365,388,363.18
6/11/2024,/admissions,sit-cet-b2b-q1,567,402,450,300.62
9/12/2024,/adult-learner/find-a-course,nace-cet-b2c-q1,712,528,568,258.81
11/10/2024,/adult-learner/find-a-course,sbm-pet-q2,198,145,180,288.64
4/1/2024,/admissions,nace-cet-b2b-q4,533,338,380,146.24
2/14/2024,/adult-learner/short-courses,(direct),393,238,290,109.11
10/31/2024,/contact-us,sit-cet-b2b-q4,37,29,33,168.84
11/12/2024,/admissions,sit-cet-b2b-q4,274,199,215,142.87
11/19/2024,/adult-learner/short-courses,(organic),289,178,223,32.1
12/2/2024,/admissions,sit-pet-q4,438,354,393,355.93
5/30/2024,/contact-us,sit-cet-b2b-q4,44,30,34,285.13
4/11/2024,/adult-learner/find-a-course,nace-cet-b2c-q1,509,320,381,200.23
9/21/2024,/adult-learner/find-a-course,shss-pet-q2,836,520,648,255.8
10/8/2024,/adult-learner/find-a-course,aci-pet-q3,248,151,176,61.44
4/16/2024,/adult-learner/short-courses,(direct),809,598,601,99.29
10/10/2024,/adult-learner/short-courses,sit-cet-b2b-q1,940,558,674,267
5/31/2024,/about-nyp,sit-cet-b2b-q1,297,260,278,181.31
4/17/2024,/adult-learner/find-a-course,(direct),49,34,37,65.03
3/3/2024,/adult-learner/course-types/part-time-diplomas,sbm-pet-q2,302,176,212,117.82
3/22/2024,/adult-learner/course-types/part-time-diplomas,(direct),833,559,638,309.05
11/30/2024,/contact-us,(referral),364,255,263,183.99
6/28/2024,/about-nyp,sit-cet-b2b-q1,325,244,276,194.72
1/21/2024,/adult-learner/course-types/part-time-diplomas,nace-pet-q1,671,456,496,299.56
3/1/2024,/about-nyp,(referral),142,106,109,147.25
11/17/2024,/adult-learner/course-types/part-time-diplomas,sbm-pet-q2,611,412,499,368.53
11/3/2024,/courses/data-science,(not set),786,712,719,39.03
10/12/2024,/adult-learner/find-a-course,aci-pet-q3,460,342,345,117.42
12/3/2024,/admissions,(not set),780,524,621,289.93
5/24/2024,/adult-learner/course-types/part-time-diplomas,nace-pet-q1,885,730,776,338.14
6/6/2024,/about-nyp,shss-cet-b2b-q4,687,521,585,359.45
8/16/2024,/admissions,nace-pet-q1,259,159,196,311.18
8/10/2024,/adult-learner/course-types/part-time-diplomas,sit-pet-q4,766,620,696,91.97
5/6/2024,/contact-us,aci-pet-q3,469,346,410,102.05
10/23/2024,/contact-us,sbm-pet-q2,848,552,625,73.69
3/22/2024,/courses/data-science,sit-cet-b2b-q1,268,221,225,118.86
3/20/2024,/adult-learner/course-types/part-time-diplomas,(organic),551,380,387,102.41
6/4/2024,/courses/data-science,(not set),138,109,130,364.17
6/20/2024,/adult-learner/short-courses,shss-cet-b2b-q4,595,365,444,64.04
9/6/2024,/adult-learner/short-courses,(direct),831,526,656,208.63
3/19/2024,/adult-learner/find-a-course,(not set),389,291,292,119.27
11/4/2024,/adult-learner/short-courses,(not set),392,328,356,397.79
5/4/2024,/admissions,(organic),953,640,788,198.7
1/16/2024,/adult-learner/find-a-course,(direct),445,387,393,286.45
11/23/2024,/about-nyp,sbm-pet-q2,142,96,115,313.87
7/15/2024,/adult-learner/short-courses,sbm-pet-q2,228,169,182,109.23
10/6/2024,/adult-learner/course-types/part-time-diplomas,aci-pet-q3,360,271,291,383.35
7/4/2024,/adult-learner/find-a-course,sit-cet-b2b-q1,756,505,582,56.18
2/5/2024,/adult-learner/short-courses,nace-cet-b2b-q4,775,543,660,64.73
6/10/2024,/adult-learner/course-types/part-time-diplomas,sit-cet-b2b-q4,642,567,595,92.48
11/20/2024,/contact-us,sit-pet-q4,200,155,171,76.11
7/24/2024,/adult-learner/find-a-course,sit-cet-b2b-q1,239,172,187,327.44
1/13/2024,/admissions,sit-cet-b2b-q4,515,407,409,210.01
8/26/2024,/contact-us,(referral),298,207,240,77.67
12/1/2024,/contact-us,(referral),844,714,766,37.08
1/12/2024,/adult-learner/short-courses,sit-cet-b2b-q4,632,389,455,63.22
6/2/2024,/adult-learner/course-types/part-time-diplomas,aci-pet-q3,100,66,78,345.41
5/29/2024,/adult-learner/find-a-course,shss-pet-q2,90,60,67,229.79
7/6/2024,/adult-learner/find-a-course,nace-cet-b2b-q4,514,333,408,209.3
11/23/2024,/adult-learner/short-courses,sit-cet-b2b-q4,606,399,425,232.71
1/18/2024,/contact-us,shss-pet-q2,675,474,516,225.81
12/15/2024,/about-nyp,(organic),385,280,346,375.27
9/3/2024,/admissions,sit-cet-b2b-q4,768,606,629,320.32
10/5/2024,/adult-learner/course-types/part-time-diplomas,(not set),327,289,306,238.72
12/19/2024,/about-nyp,shss-cet-b2b-q4,213,139,156,139.07
9/17/2024,/about-nyp,shss-pet-q2,237,139,172,286.16
2/15/2024,/courses/data-science,nace-pet-q1,287,199,218,183.77
11/3/2024,/adult-learner/short-courses,shss-pet-q2,230,163,175,241.2
9/22/2024,/contact-us,shss-cet-b2b-q4,411,312,349,92.91
4/28/2024,/adult-learner/course-types/part-time-diplomas,nace-cet-b2b-q4,246,202,213,146.88
5/27/2024,/adult-learner/course-types/part-time-diplomas,(direct),396,302,315,53.22
11/22/2024,/about-nyp,sit-pet-q4,472,351,412,385.66
2/8/2024,/contact-us,sit-cet-b2b-q4,401,260,303,194.37
1/30/2024,/about-nyp,(referral),747,541,638,107.31
9/12/2024,/adult-learner/course-types/part-time-diplomas,(not set),527,413,421,355.38
7/22/2024,/courses/data-science,aci-pet-q3,575,505,526,273.26
12/10/2024,/courses/data-science,shss-pet-q2,39,33,36,370.6
5/7/2024,/adult-learner/short-courses,sit-cet-b2b-q4,733,591,693,309.65
6/21/2024,/adult-learner/course-types/part-time-diplomas,sit-cet-b2b-q4,834,582,624,271.13
12/25/2024,/adult-learner/find-a-course,shss-pet-q2,417,298,344,311.17
12/29/2024,/adult-learner/short-courses,(not set),898,630,661,353.63
2/9/2024,/admissions,(not set),706,582,650,297.38
4/24/2024,/courses/data-science,nace-cet-b2b-q4,843,546,609,236.42
2/13/2024,/about-nyp,(direct),933,603,658,356.44
8/26/2024,/adult-learner/course-types/part-time-diplomas,sit-pet-q4,69,56,58,185.56
10/29/2024,/contact-us,nace-cet-b2b-q4,273,176,216,113.96
9/20/2024,/adult-learner/course-types/part-time-diplomas,(direct),565,431,497,320.06
4/9/2024,/admissions,sit-pet-q4,623,479,541,362.53
7/10/2024,/contact-us,sbm-pet-q2,367,268,319,228.08
5/26/2024,/adult-learner/find-a-course,(not set),770,605,708,276.13
11/29/2024,/about-nyp,nace-pet-q1,758,677,703,275.67
5/10/2024,/courses/data-science,(referral),195,168,171,95.11
6/6/2024,/adult-learner/short-courses,nace-cet-b2c-q1,392,313,352,243.74
11/26/2024,/adult-learner/course-types/part-time-diplomas,aci-pet-q3,448,304,364,146.57
10/20/2024,/about-nyp,nace-cet-b2b-q4,129,85,97,204.38
6/5/2024,/contact-us,sbm-pet-q2,94,71,78,144.95
4/23/2024,/courses/data-science,nace-pet-q1,254,198,237,274.51
1/22/2024,/about-nyp,sbm-pet-q2,257,186,201,116.03
11/10/2024,/adult-learner/course-types/part-time-diplomas,sit-pet-q4,698,565,581,395.21
12/12/2024,/about-nyp,sit-pet-q4,941,598,679,157.63
2/20/2024,/adult-learner/find-a-course,sit-cet-b2b-q1,284,182,215,139.52
1/9/2024,/about-nyp,aci-pet-q3,774,614,708,135.92
2/11/2024,/adult-learner/short-courses,sit-cet-b2b-q4,829,649,719,128.92
7/27/2024,/adult-learner/course-types/part-time-diplomas,sbm-pet-q2,812,613,756,254.66
12/5/2024,/adult-learner/find-a-course,(direct),324,276,300,134.24
7/25/2024,/admissions,shss-pet-q2,143,121,129,171.94
11/7/2024,/adult-learner/find-a-course,nace-cet-b2c-q1,863,716,788,243.19
7/30/2024,/contact-us,sit-cet-b2b-q1,179,122,140,61.62
5/7/2024,/courses/data-science,sit-cet-b2b-q1,705,504,571,143.52
5/23/2024,/contact-us,(referral),598,418,423,200.46
7/22/2024,/contact-us,nace-cet-b2b-q4,285,193,206,248.36
5/27/2024,/adult-learner/short-courses,aci-pet-q3,450,390,418,259.24
9/19/2024,/adult-learner/find-a-course,shss-pet-q2,393,309,329,303.44
6/6/2024,/courses/data-science,(organic),453,359,409,127.51
2/15/2024,/adult-learner/short-courses,sbm-pet-q2,717,469,515,223.6
4/18/2024,/adult-learner/course-types/part-time-diplomas,nace-pet-q1,995,650,740,375.15
6/3/2024,/admissions,sit-cet-b2b-q1,869,576,626,279.81
6/23/2024,/admissions,aci-pet-q3,368,245,294,131.85
10/21/2024,/admissions,shss-pet-q2,183,146,154,141.44
3/23/2024,/courses/data-science,sbm-pet-q2,215,172,184,150.4
6/28/2024,/adult-learner/course-types/part-time-diplomas,(organic),374,292,320,184.89
5/24/2024,/courses/data-science,(direct),31,22,23,38.27
11/25/2024,/contact-us,sit-cet-b2b-q1,570,469,483,77.98
10/16/2024,/contact-us,sit-cet-b2b-q1,557,421,520,286.26
1/20/2024,/about-nyp,(organic),13,7,9,305.78
4/25/2024,/adult-learner/short-courses,(referral),522,309,379,336.1
5/1/2024,/courses/data-science,nace-pet-q1,557,349,390,237.94
4/15/2024,/adult-learner/short-courses,sit-pet-q4,887,596,728,243.63
6/26/2024,/courses/data-science,nace-cet-b2c-q1,368,238,298,202.78
8/21/2024,/contact-us,nace-cet-b2c-q1,201,182,184,263.79
11/7/2024,/admissions,shss-cet-b2b-q4,146,102,103,183.99
1/27/2024,/courses/data-science,aci-pet-q3,259,210,213,83.33
2/22/2024,/contact-us,sbm-pet-q2,545,396,482,250.72
8/4/2024,/admissions,shss-cet-b2b-q4,245,174,179,270.31
8/11/2024,/adult-learner/course-types/part-time-diplomas,nace-pet-q1,778,542,573,345.57
1/10/2024,/courses/data-science,sit-cet-b2b-q1,689,537,646,210.65
12/23/2024,/about-nyp,sit-pet-q4,55,35,43,271.05
1/18/2024,/courses/data-science,nace-cet-b2c-q1,107,79,98,68.94
8/28/2024,/adult-learner/find-a-course,(direct),115,87,94,263.02
4/21/2024,/admissions,sit-pet-q4,191,152,161,131.21
7/27/2024,/courses/data-science,sit-cet-b2b-q4,189,125,150,44.67
8/10/2024,/adult-learner/find-a-course,nace-cet-b2c-q1,39,26,32,363.45
9/28/2024,/adult-learner/course-types/part-time-diplomas,(organic),321,266,275,326.57
9/27/2024,/adult-learner/course-types/part-time-diplomas,nace-cet-b2b-q4,916,614,698,53.35
10/30/2024,/courses/data-science,nace-cet-b2b-q4,96,69,85,391.56
1/31/2024,/adult-learner/short-courses,sit-pet-q4,804,618,662,92.35
6/10/2024,/adult-learner/course-types/part-time-diplomas,(not set),80,54,67,240.55
8/31/2024,/courses/data-science,(organic),895,678,743,122.65
10/5/2024,/adult-learner/find-a-course,sit-cet-b2b-q4,543,427,438,127.65
4/15/2024,/adult-learner/short-courses,sit-cet-b2b-q1,427,319,380,263.43
10/23/2024,/adult-learner/course-types/part-time-diplomas,nace-pet-q1,855,597,696,362.53
2/25/2024,/adult-learner/course-types/part-time-diplomas,(not set),371,267,270,114.09
2/19/2024,/about-nyp,sbm-pet-q2,850,588,735,225.61
1/21/2024,/courses/data-science,nace-cet-b2c-q1,64,42,47,347.46
4/21/2024,/admissions,(organic),479,363,383,208.4
2/18/2024,/courses/data-science,sbm-pet-q2,618,374,457,238.28
9/12/2024,/contact-us,sit-cet-b2b-q4,115,79,87,166.38
9/26/2024,/adult-learner/find-a-course,nace-pet-q1,797,633,731,67.56
5/29/2024,/admissions,shss-pet-q2,556,458,527,255.36
10/22/2024,/admissions,(direct),587,477,543,394.39
10/15/2024,/adult-learner/short-courses,(organic),169,103,124,372.02
10/16/2024,/courses/data-science,sit-cet-b2b-q1,435,333,403,312.05
11/12/2024,/adult-learner/find-a-course,sit-cet-b2b-q4,686,517,532,53.73
11/26/2024,/about-nyp,sbm-pet-q2,177,124,126,40.2
4/26/2024,/adult-learner/short-courses,nace-cet-b2b-q4,191,150,155,330.8
6/3/2024,/adult-learner/find-a-course,(not set),431,331,379,312.02
5/10/2024,/admissions,sit-cet-b2b-q4,644,425,469,169.89
11/5/2024,/contact-us,shss-cet-b2b-q4,230,166,171,267.23
5/5/2024,/adult-learner/find-a-course,(organic),229,196,213,210.29
8/20/2024,/admissions,aci-pet-q3,834,517,638,46.15
9/5/2024,/courses/data-science,shss-pet-q2,545,384,449,306.59
3/19/2024,/about-nyp,aci-pet-q3,208,120,150,244.83
3/28/2024,/about-nyp,(not set),321,212,245,309.01
1/17/2024,/adult-learner/course-types/part-time-diplomas,(organic),950,673,776,357.44
5/6/2024,/adult-learner/short-courses,shss-cet-b2b-q4,63,49,51,99.99
9/4/2024,/courses/data-science,(referral),513,416,469,355.59
1/17/2024,/adult-learner/short-courses,shss-pet-q2,492,349,391,255.43
10/16/2024,/adult-learner/short-courses,aci-pet-q3,674,624,631,364.5
11/29/2024,/admissions,sbm-pet-q2,310,251,278,107.75
12/2/2024,/adult-learner/course-types/part-time-diplomas,(organic),284,204,243,132.5
3/18/2024,/courses/data-science,aci-pet-q3,604,394,443,122.24
3/28/2024,/contact-us,sit-cet-b2b-q4,422,375,386,237.03
10/18/2024,/contact-us,sit-cet-b2b-q1,432,257,320,271.7
3/9/2024,/about-nyp,sit-pet-q4,636,502,585,101.39
10/4/2024,/contact-us,nace-pet-q1,478,282,340,198.5
6/2/2024,/adult-learner/short-courses,aci-pet-q3,531,438,461,265.98
3/15/2024,/courses/data-science,nace-cet-b2b-q4,615,382,452,285.38
5/12/2024,/courses/data-science,nace-cet-b2b-q4,802,642,760,115.31
12/21/2024,/admissions,nace-cet-b2b-q4,526,313,373,63.24
11/18/2024,/admissions,nace-cet-b2c-q1,206,158,161,72.67
2/3/2024,/courses/data-science,sit-pet-q4,463,329,373,267.5
8/24/2024,/adult-learner/short-courses,shss-cet-b2b-q4,132,95,100,186.8
9/21/2024,/adult-learner/find-a-course,(not set),637,418,499,337.32
4/5/2024,/adult-learner/course-types/part-time-diplomas,shss-cet-b2b-q4,851,582,597,134.62
6/7/2024,/courses/data-science,shss-cet-b2b-q4,483,384,416,377.44
12/5/2024,/admissions,aci-pet-q3,691,531,635,242.49
12/22/2024,/courses/data-science,nace-pet-q1,61,40,43,141.45
12/12/2024,/contact-us,shss-cet-b2b-q4,909,592,710,191.98
3/15/2024,/about-nyp,nace-cet-b2b-q4,478,402,452,191.9
5/28/2024,/adult-learner/course-types/part-time-diplomas,sit-cet-b2b-q1,31,20,25,352.05
9/30/2024,/about-nyp,sbm-pet-q2,673,509,567,259.63
5/15/2024,/admissions,shss-cet-b2b-q4,965,793,904,157.48
2/22/2024,/contact-us,aci-pet-q3,809,587,593,217.92
10/9/2024,/contact-us,(referral),1000,831,921,308.78
5/3/2024,/about-nyp,shss-pet-q2,517,322,383,95.28
12/8/2024,/admissions,sit-cet-b2b-q1,274,210,224,220.05
8/3/2024,/adult-learner/short-courses,sbm-pet-q2,629,540,582,126.78
3/20/2024,/courses/data-science,nace-cet-b2c-q1,284,206,241,314.18
1/15/2024,/adult-learner/short-courses,shss-cet-b2b-q4,520,457,458,36.64
4/29/2024,/adult-learner/course-types/part-time-diplomas,(not set),301,246,265,362.91
6/12/2024,/adult-learner/find-a-course,aci-pet-q3,362,320,341,136.48
1/4/2024,/adult-learner/find-a-course,aci-pet-q3,894,714,792,129.85
8/19/2024,/contact-us,aci-pet-q3,332,247,261,61.32
11/18/2024,/adult-learner/find-a-course,nace-cet-b2b-q4,865,660,770,168.13
8/31/2024,/contact-us,aci-pet-q3,614,452,513,161.96
2/6/2024,/adult-learner/course-types/part-time-diplomas,sit-pet-q4,489,367,421,341.54
11/17/2024,/adult-learner/short-courses,sbm-pet-q2,96,75,89,336.99
5/10/2024,/admissions,nace-cet-b2b-q4,389,350,367,369.34
1/10/2024,/adult-learner/course-types/part-time-diplomas,nace-pet-q1,300,215,263,275.28
8/5/2024,/adult-learner/short-courses,(referral),802,485,575,35.62
7/31/2024,/adult-learner/course-types/part-time-diplomas,sit-pet-q4,621,390,451,144.22
1/8/2024,/adult-learner/course-types/part-time-diplomas,shss-cet-b2b-q4,901,507,631,374.63
2/26/2024,/contact-us,aci-pet-q3,394,246,284,212.11
2/7/2024,/adult-learner/short-courses,(organic),44,28,32,353.38
5/30/2024,/contact-us,nace-cet-b2b-q4,728,546,604,324.97
9/5/2024,/adult-learner/find-a-course,aci-pet-q3,708,482,587,43.91
1/15/2024,/courses/data-science,(not set),783,617,624,236.04
4/15/2024,/adult-learner/course-types/part-time-diplomas,aci-pet-q3,33,28,29,144.84
3/8/2024,/contact-us,aci-pet-q3,256,216,231,91.97
1/1/2024,/contact-us,(direct),165,141,155,220.8
6/21/2024,/courses/data-science,shss-pet-q2,29,19,23,76.59
4/24/2024,/contact-us,(not set),989,763,839,215.79
7/28/2024,/courses/data-science,sit-cet-b2b-q1,299,226,230,145.93
7/9/2024,/adult-learner/course-types/part-time-diplomas,(referral),462,329,396,86.11
2/27/2024,/adult-learner/course-types/part-time-diplomas,nace-cet-b2c-q1,476,399,446,265.48
6/7/2024,/contact-us,sit-cet-b2b-q1,824,618,743,232.77
3/12/2024,/admissions,(referral),699,552,627,195.3
10/4/2024,/adult-learner/short-courses,nace-cet-b2c-q1,628,509,554,331.31
4/19/2024,/adult-learner/find-a-course,(organic),574,418,437,217.71
3/7/2024,/contact-us,(direct),901,680,715,294.75
4/4/2024,/adult-learner/course-types/part-time-diplomas,nace-cet-b2b-q4,124,81,94,255.79
3/28/2024,/adult-learner/short-courses,(referral),337,251,298,190.71
7/25/2024,/about-nyp,shss-cet-b2b-q4,68,51,60,119.49
5/21/2024,/adult-learner/find-a-course,sbm-pet-q2,417,340,361,157.71
6/14/2024,/courses/data-science,nace-pet-q1,908,737,750,140.94
5/13/2024,/admissions,(not set),633,471,587,186.91
5/1/2024,/adult-learner/course-types/part-time-diplomas,sit-cet-b2b-q1,431,328,387,282.5
5/10/2024,/adult-learner/short-courses,sit-pet-q4,680,558,640,339.78
3/23/2024,/adult-learner/course-types/part-time-diplomas,shss-cet-b2b-q4,335,308,311,129.57
9/26/2024,/contact-us,aci-pet-q3,1000,719,878,270.71
3/23/2024,/about-nyp,sbm-pet-q2,472,360,392,98.13
5/22/2024,/adult-learner/short-courses,sit-pet-q4,485,381,387,315.42
3/27/2024,/adult-learner/short-courses,(referral),247,164,178,149.68
4/22/2024,/contact-us,sit-cet-b2b-q1,292,202,249,332.05
6/25/2024,/adult-learner/course-types/part-time-diplomas,nace-cet-b2c-q1,169,137,139,301.55
8/7/2024,/admissions,(referral),36,23,27,385.97
5/26/2024,/adult-learner/find-a-course,sit-cet-b2b-q1,628,417,442,145.41
7/17/2024,/admissions,sit-pet-q4,956,706,826,248.95
7/28/2024,/contact-us,shss-cet-b2b-q4,896,752,761,391.35
8/16/2024,/adult-learner/short-courses,aci-pet-q3,184,118,130,215.94
5/2/2024,/adult-learner/course-types/part-time-diplomas,(not set),922,862,874,146.07
11/18/2024,/contact-us,nace-pet-q1,921,742,860,198.78
11/16/2024,/contact-us,shss-pet-q2,406,289,324,36.58
1/19/2024,/admissions,(direct),193,160,166,360.32
3/28/2024,/admissions,(organic),416,271,332,270.54
4/24/2024,/courses/data-science,sit-cet-b2b-q1,943,813,871,247
9/11/2024,/about-nyp,(not set),149,133,137,256.89
9/27/2024,/adult-learner/find-a-course,(referral),793,573,716,73.21
3/9/2024,/about-nyp,shss-cet-b2b-q4,846,707,717,375.91
8/12/2024,/adult-learner/find-a-course,(direct),183,132,140,342.72
9/19/2024,/adult-learner/course-types/part-time-diplomas,(not set),675,439,525,168.83
6/29/2024,/adult-learner/short-courses,nace-pet-q1,762,533,645,373.36
4/16/2024,/adult-learner/find-a-course,sit-pet-q4,105,72,78,134.39
4/2/2024,/about-nyp,shss-cet-b2b-q4,860,571,607,169.99
6/12/2024,/admissions,(not set),792,514,609,226.57
5/28/2024,/about-nyp,sbm-pet-q2,951,602,736,380.96
12/18/2024,/adult-learner/short-courses,nace-pet-q1,564,402,495,153.92
9/2/2024,/courses/data-science,shss-pet-q2,223,184,187,393.08
7/24/2024,/admissions,(organic),17,12,15,242.36
